ownerName,ownershipStatus,dataConfidenceTier,dataConfidenceScore,actionabilityGate,recordCount,protectedIpCount,legalOwnerRecordCount,breederSignalRecordCount,relevantIpRecordCount,isCompanyProfile,isParentRollup,entityLikeName,publicOrgName,companyWebsite,companyContactUrl,topCrops,topJurisdictions,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,rawEvidenceRoles,rawEvidenceExamples,confidenceReasons,auditIssues,recommendedNextStep
Stefano Lugli,breeder_only_signal,unverified,0,holder_verification_required,52,37,0,52,51,False,False,False,False,,,Cherry-Sweet 48 | Plum 3 | Prunus 1,QZ 20 | US 17 | AU 6 | NZ 4,,,,cpvoBreeder:63,CPVO: 2023-08-14 - Cherry-Sweet - PA7UNIBO - 23/802 (cpvoBreeder) | CPVO: 2023-08-14 - Prunus - PA6UNIBO - 23/587 (cpvoBreeder) | CPVO: 2023-07-26 - Cherry-Sweet - PA1UNIBO - 4855 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Hanna Schmidt,breeder_only_signal,unverified,0,holder_verification_required,51,41,0,51,11,False,False,False,False,,,Prunus 24 | Cherry-Tart 16 | Cherry-Sweet 7 | Grape 3,US 8 | QZ 7 | JP 6 | DE 6,,,,cpvoBreeder:54,CPVO: 2019-02-14 - Prunus - GiSelA 3 - 2017268 (cpvoBreeder) | CPVO: 2019-02-14 - Prunus - Gi 2091 - 2017268 (cpvoBreeder) | CPVO: 2018-02-22 - Prunus - GI 31817 - 32874 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Gray E. Martin,breeder_only_signal,unverified,0,holder_verification_required,51,30,0,51,51,False,False,False,False,,,Avocado 36 | Apple 6 | Raspberry 5 | Strawberry 4,US 22 | QZ 11 | MX 9 | CO 4,,,,cpvoBreeder:26,CPVO: 2023-12-05 - Avocado - BL516 - 20232644 (cpvoBreeder) | CPVO: 2019-09-02 - Avocado - UC 3295 - 20030803 (cpvoBreeder) | CPVO: 2019-09-02 - Avocado - 3-29-5 - 20030803 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kim Sea Hyun,breeder_only_signal,unverified,0,holder_verification_required,48,48,0,48,40,False,False,False,False,,,Raspberry 10 | Rubus 8 | Grape 7 | Citrus 6,KR 46 | AU 2,,,,cpvoBreeder:24,CPVO: 2020-10-14 - Raspberry - Boghyang - FS2020-27 (cpvoBreeder) | CPVO: 2020-04-22 - Kiwifruit - Shingreen - 2016-35 (cpvoBreeder) | CPVO: 2020-04-22 - Kiwifruit - Shingreen - FS2016-35 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Haji Takashi,breeder_only_signal,unverified,0,holder_verification_required,46,44,0,46,46,False,False,False,False,,,Peach 15 | Apple 10 | Plum 10 | Grape 6,JP 27 | KR 9 | QZ 6 | US 2,,,,cpvoBreeder:40,CPVO: 2026-02-27 - Grape - SUNNY HEART - 173/3 (cpvoBreeder) | CPVO: 2025-10-21 - Apple - BENITSURUGI - 18789972 (cpvoBreeder) | CPVO: 2025-03-31 - Grape - Sunny Heart - 102025000131 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Aurelio Hernández Bautista,breeder_only_signal,unverified,0,holder_verification_required,44,32,0,44,35,False,False,False,False,,,Raspberry 21 | Blackberry 14 | Rubus 9,MX 14 | US 12 | QZ 12 | GB 6,Splendor Produce,USPTO breeder string contains entity hint 'Splendor Produce'.,,breeder:11 | inventor:11 | cpvoBreeder:26,"USPTO: 2025-10-17 - Blackberry - Eréndira - USPVP 202300129 (breeder, inventor) | USPTO: 2025-10-17 - Blackberry - Yunuhen (Yunhuen in USA) - USPVP 202300131 (breeder, inventor) | USPTO: 2023-02-10 - Blackberry - SP Erandy - USPVP 202300130 (breeder, inventor)",protected IP present | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Craig Robert Pressler,breeder_only_signal,unverified,0,holder_verification_required,43,33,0,43,43,False,False,False,False,,,Citrus 36 | Citrus-Lemon 4 | Citrus-Mandarin Hybrid 3,QZ 10 | AU 10 | ES 9 | US 7,,,,cpvoBreeder:35,CPVO: 2025-07-04 - Citrus - AC4916 - 20250156 (cpvoBreeder) | CPVO: 2025-04-23 - Citrus - AC41114 - 190/8 (cpvoBreeder) | CPVO: 2025-04-22 - Citrus - AC41114 - 20250852 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Grant Merrill,breeder_only_signal,unverified,0,holder_verification_required,80,8,0,80,80,False,False,False,False,,,Peach 70 | Nectarine 7 | Apple 3,US 61 | ES 7 | UY 6 | IT 3,,,,cpvoBreeder:32,CPVO: 2010-10-20 - Peach - MERCIL - RVC19130015 (ES)_PRUNU_PER_MERCIL (cpvoBreeder) | CPVO: 2010-10-20 - Peach - MERCIL - 19130015 (cpvoBreeder) | CPVO: 2009-04-29 - Peach - SPRING LADY - 2009095 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Popova Irina Vasil'Evna,breeder_only_signal,unverified,0,holder_verification_required,71,36,0,71,57,False,False,False,False,,,Strawberry 31 | Apricot 21 | Gooseberry 14 | Plum 5,RU 71,,,,cpvoBreeder:42,CPVO: 2019-03-06 - Gooseberry - BITTSEVSKIJ - 40654 (cpvoBreeder) | CPVO: 2018-02-27 - Gooseberry - ARGUMENT - 50103 (cpvoBreeder) | CPVO: 2018-02-13 - Gooseberry - OChAROVANIE - 39340 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
ZhDANOV Vladilen VASIL'EVICh,breeder_only_signal,unverified,0,holder_verification_required,70,34,0,70,67,False,False,False,False,,,Apple 66 | Cherry-Tart 3 | Cherry-Sweet 1,RU 70,,,,cpvoBreeder:66,CPVO: 2019-08-08 - Apple - SOYuZ - 78519 (cpvoBreeder) | CPVO: 2019-03-06 - Apple - SOYuZ - 51249 (cpvoBreeder) | CPVO: 2019-03-06 - Apple - ORFEJ - 56478 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
DZhIGADLO Elizaveta Nikolaevna,breeder_only_signal,unverified,0,holder_verification_required,70,33,0,70,32,False,False,False,False,,,Cherry-Tart 29 | Plum 11 | Cherry-Sweet 10 | Prunus 8,RU 70,,,,cpvoBreeder:62,CPVO: 2017-06-01 - Cherry-Sweet - PODAROK ORLU - 69539 (cpvoBreeder) | CPVO: 2016-03-24 - Plum - KROMSKAYa - 69538 (cpvoBreeder) | CPVO: 2015-09-14 - Apricot - KUNACh - 63722 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Orehova Valentina Petrovna,breeder_only_signal,unverified,0,holder_verification_required,70,32,0,70,44,False,False,False,False,,,Currant-Black 23 | Cherry-Sweet 21 | Peach 20 | Nectarine 3,RU 70,,,,cpvoBreeder:46,CPVO: 2019-01-23 - Cherry-Sweet - TRIUMF - 71967 (cpvoBreeder) | CPVO: 2018-02-28 - Peach - SARABUZ - 75214 (cpvoBreeder) | CPVO: 2017-07-13 - Cherry-Sweet - ZNATNAYa - 66758 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kostina KLAVDIYa Fedorovna,breeder_only_signal,unverified,0,holder_verification_required,65,25,0,65,65,False,False,False,False,,,Apricot 27 | Apple 27 | Plum 11,RU 65,,,,cpvoBreeder:34,CPVO: 2018-11-23 - Apricot - AL'TAIR - 66772 (cpvoBreeder) | CPVO: 2017-07-13 - Apricot - VOLShEBNYJ - 66774 (cpvoBreeder) | CPVO: 2017-07-13 - Apricot - PAMYaTI AGEEVOJ - 66775 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Clark John Reuben,breeder_only_signal,unverified,0,holder_verification_required,65,2,0,65,35,False,False,False,False,,,Rubus 30 | Grape 13 | Peach 13 | Blackberry 7,US 61 | RU 4,,,,cpvoBreeder:75,CPVO: 2023-11-22 - Blackberry - Ponca - 23-11537 (cpvoBreeder) | CPVO: 2023-11-22 - Blackberry - Caddo - 23-11536 (cpvoBreeder) | CPVO: 2023-11-21 - Blackberry - APF 409T - 23-11535 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Perfil`ieva Zoia Mykolaivna,breeder_only_signal,unverified,0,holder_verification_required,64,32,0,64,64,False,False,False,False,,,Peach 64,UA 64,,,,cpvoBreeder:46,CPVO: 2011-07-18 - Peach - Kloun - 11079001 (cpvoBreeder) | CPVO: 2011-07-18 - Peach - Kloun - 11079001 (cpvoBreeder) | CPVO: 2010-01-11 - Peach - Podarok Like - 10079001 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
John Larse,breeder_only_signal,unverified,0,holder_verification_required,61,23,0,61,61,False,False,False,False,,,Strawberry 61,US 58 | MX 2 | QZ 1,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP33252,breeder:22 | inventor:22 | cpvoBreeder:1,"USPTO: 2021-07-13 - Strawberry - Shannon M. Kent - USPP 33,252 (breeder, inventor) | USPTO: 2021-07-13 - Strawberry - Stata - USPP 33,253 (breeder, inventor) | USPTO: 2021-07-06 - Strawberry - Persephene - USPP 33,227 (breeder, inventor)",protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kozak NATAL'Ya Vasil'Evna,breeder_only_signal,unverified,0,holder_verification_required,60,22,0,60,54,False,False,False,False,,,Kiwifruit 35 | Apple 7 | Currant-Black 6 | Strawberry 3,RU 60,,,,cpvoBreeder:35,CPVO: 2019-12-25 - Kiwifruit - NATE'LLA - 78139 (cpvoBreeder) | CPVO: 2019-12-20 - Kiwifruit - NATE'LLA - 78140 (cpvoBreeder) | CPVO: 2019-03-05 - Kiwifruit - GORYaNKA - 74465 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Louda Otto,breeder_only_signal,unverified,0,holder_verification_required,59,31,0,59,59,False,False,False,False,,,Apple 59,US 21 | UA 12 | AU 5 | NZ 4,,,,cpvoBreeder:37,CPVO: 2019-09-03 - Apple - UEB 42721 - 15932511_2 (cpvoBreeder) | CPVO: 2019-09-03 - Apple - UEB 41811 - 15932495_2 (cpvoBreeder) | CPVO: 2018-12-18 - Apple - UEB 1813 - 15330708_2 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Marie-France Bois,breeder_only_signal,unverified,0,holder_verification_required,58,58,0,58,58,False,False,False,False,,,Apricot 58,QZ 58,,,,cpvoBreeder:58,CPVO: 2019-02-25 - Apricot - IPS163 - 20122590 (cpvoBreeder) | CPVO: 2019-02-25 - Apricot - IPS16121 - 20122592 (cpvoBreeder) | CPVO: 2019-02-25 - Apricot - IPS16101 - 20122591 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
J.W. Grosser,breeder_only_signal,unverified,0,holder_verification_required,57,26,0,57,46,False,False,False,False,,,Citrus 33 | Citrus Rootstock 11 | Citrus-Sweet Orange 9 | Citrus-Mandarin Hybrid 3,US 53 | QZ 3 | ES 1,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20260130300,breeder:24 | inventor:24,"USPTO: 2026-05-07 - Citrus-Sweet Orange - N14-10 - USPPA 20260130300 (breeder, inventor) | USPTO: 2026-05-07 - Citrus-Sweet Orange - OLL-DC-3-36 - USPPA 20260130301 (breeder, inventor) | USPTO: 2026-03-03 - Citrus-Limelike Hybrid - C4-5-14 - USPP 37,293 (breeder, inventor)",protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Aldo Telch,breeder_only_signal,unverified,0,holder_verification_required,46,36,0,46,46,False,False,False,False,,,Raspberry 46,US 10 | QZ 10 | UA 6 | MX 5,Molari Nursery,USPTO breeder string contains entity hint 'Molari Nursery'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20210176908,breeder:4 | inventor:4 | cpvoBreeder:28,"USPTO: 2021-06-10 - Raspberry - Halley - USPPA 20210176908 (breeder, inventor) | USPTO: 2019-07-05 - Raspberry - Castion - MX PBRA 2988 (breeder, inventor) | USPTO: 2017-06-27 - Raspberry - Enrosadira - USPP 28,138 (breeder, inventor)",protected IP present | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Peter E. Vinson,breeder_only_signal,unverified,0,holder_verification_required,45,36,0,45,44,False,False,False,False,,,Strawberry 22 | Raspberry 15 | Blackberry 5 | Blueberry 2,US 14 | UA 10 | RU 4 | MX 3,BerryWorld Plus,USPTO breeder string contains entity hint 'BerryWorld Plus'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37208,breeder:11 | inventor:11 | cpvoBreeder:2,"USPTO: 2026-01-13 - Strawberry - PGP182 - USPP 37,208 (breeder, inventor) | USPTO: 2024-12-17 - Blueberry - BWPblue02 - USPP 36,319 (breeder, inventor) | USPTO: 2022-05-06 - Strawberry - Sweet Eve 2 - CA PBR 6583 (breeder, inventor)",protected IP present | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Crista Fischer,breeder_only_signal,unverified,0,holder_verification_required,45,23,0,45,45,False,False,False,False,,,Apple 45,UA 24 | HU 10 | CH 7 | QZ 3,,,,cpvoBreeder:24,CPVO: 2025-01-10 - Apple - Rea Gold - 20263012 (cpvoBreeder) | CPVO: 2025-01-10 - Apple - Rea Cadis - 20263011 (cpvoBreeder) | CPVO: 2025-01-10 - Apple - Rea Bellina - 20263007 (cpvoBreeder),protected IP present | high-count breeder-only signal | individual profile without legal-owner evidence,missing_company_profile | high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
