ownerName,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,dataConfidenceTier,dataConfidenceScore,actionabilityGate,auditPriority,recordCount,legalOwnerRecordCount,breederSignalRecordCount,topCrops,topJurisdictions,rawEvidenceRoles,rawEvidenceExamples,recommendedNextStep
DZhIGADLO Elizaveta Nikolaevna,,,,unverified,0,holder_verification_required,critical,70,0,70,Cherry-Tart 29 | Plum 11 | Cherry-Sweet 10 | Prunus 8,RU 70,cpvoBreeder:62,CPVO: 2017-06-01 - Cherry-Sweet - PODAROK ORLU - 69539 (cpvoBreeder) | CPVO: 2016-03-24 - Plum - KROMSKAYa - 69538 (cpvoBreeder) | CPVO: 2015-09-14 - Apricot - KUNACh - 63722 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Orehova Valentina Petrovna,,,,unverified,0,holder_verification_required,critical,70,0,70,Currant-Black 23 | Cherry-Sweet 21 | Peach 20 | Nectarine 3,RU 70,cpvoBreeder:46,CPVO: 2019-01-23 - Cherry-Sweet - TRIUMF - 71967 (cpvoBreeder) | CPVO: 2018-02-28 - Peach - SARABUZ - 75214 (cpvoBreeder) | CPVO: 2017-07-13 - Cherry-Sweet - ZNATNAYa - 66758 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Jean-Louis Escande,,,,unverified,0,holder_verification_required,critical,70,0,70,Peach 58 | Apple 7 | Apricot 3 | Plum 2,FR 63 | QZ 6 | GB 1,cpvoBreeder:71,CPVO: 2006-05-22 - Apricot - Sylred - 19981352 (cpvoBreeder) | CPVO: 2006-05-22 - Apricot - Kioto - 19991644 (cpvoBreeder) | CPVO: 2004-04-19 - Apricot - Cotpy - 19970229 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Joseph Ben Dor,,,,unverified,0,holder_verification_required,critical,69,0,69,Plum 47 | Apricot 11 | Peach 5 | Apple 3,IL 49 | QZ 12 | AU 8,cpvoBreeder:12,CPVO: 2025-02-19 - Plum - A-11-29 - 20250353 (cpvoBreeder) | CPVO: 2024-04-08 - Plum - Sweet Christine K 2 269 - 20193090 (cpvoBreeder) | CPVO: 2024-04-08 - Plum - Sweet Christine - 20193090 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Simagin Vladimir SERGEEVICh,,,,unverified,0,holder_verification_required,critical,69,0,69,Prunus 23 | Plum 15 | Currant 10 | Cherry-Tart 10,RU 69,cpvoBreeder:25,CPVO: 2019-03-13 - Prunus - ROZOVAYa MEChTA - 75382 (cpvoBreeder) | CPVO: 2019-03-06 - Prunus - RUMYaNYE ShchEChKI - 75362 (cpvoBreeder) | CPVO: 2019-03-06 - Prunus - ROZOVAYa MEChTA - 75364 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Ellen Thompson,"Pacific Berry Breeding, Salinas, CA","USPTO breeder string contains entity hint 'Pacific Berry Breeding, Salinas, CA'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP35899,unverified,0,holder_verification_required,critical,68,0,68,Raspberry 42 | Blackberry 15 | Rubus 11,US 24 | QZ 16 | MX 5 | BR 4,breeder:9 | inventor:9 | cpvoBreeder:55,"USPTO: 2024-07-02 - Raspberry - HFG 1359 - USPP 35,899 (breeder, inventor) | USPTO: 2024-03-12 - Raspberry - HFG 1714 - USPP 35,681 (breeder, inventor) | USPTO: 2021-12-07 - Blackberry - PBB 1616T - USPP 33,721 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Thomas O. Chamberlin,,,,unverified,0,holder_verification_required,critical,67,0,67,Plum 27 | Peach 24 | Prunus 15 | Nectarine 1,US 24 | QZ 15 | IT 14 | FR 11,cpvoBreeder:14,CPVO: 2015-04-23 - Plum - OCTOBER SUN - 14647.0 (FR) (cpvoBreeder) | CPVO: 2015-04-23 - Plum - OCTOBER SUN - 14647 (cpvoBreeder) | CPVO: 1997-10-15 - Peach - SEPTEMBER SUN - 10989 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
JoAnne F. Coss,,,,unverified,0,holder_verification_required,critical,67,0,67,Strawberry 65 | Apple 2,US 30 | QZ 17 | CA 12 | NZ 6,cpvoBreeder:60,CPVO: 2023-08-23 - Strawberry - DRISSTRAWONEHUNDRED - 3816 (cpvoBreeder) | CPVO: 2023-02-20 - Strawberry - Drisstrawfiftythree - 20201267 (cpvoBreeder) | CPVO: 2022-02-07 - Strawberry - Drisstrawsixtysix - 20191607 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Alexandre Pierron-Darbonne,Darbonne Pépinière S.A.S.,"Name strongly resembles Darbonne entity records, but the audit pass recommends not merging bare people until holder/applicant evidence is clearer.",,unverified,0,holder_verification_required,critical,65,0,65,Strawberry 27 | Blueberry 12 | Raspberry 10 | Peach 8,US 23 | MA 18 | MX 17 | BR 5,breeder:23 | inventor:23 | cpvoBreeder:57,"USPTO: 2025-07-21 - Strawberry - Plared 1525 - USPVP 202400461 (breeder, inventor) | USPTO: 2025-06-25 - Strawberry - Plared 15107 - CA PBRA 25-12111 (breeder, inventor) | USPTO: 2025-06-12 - Strawberry - Plared 15121 - USPVP 202400213 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kostina KLAVDIYa Fedorovna,,,,unverified,0,holder_verification_required,critical,65,0,65,Apricot 27 | Apple 27 | Plum 11,RU 65,cpvoBreeder:34,CPVO: 2018-11-23 - Apricot - AL'TAIR - 66772 (cpvoBreeder) | CPVO: 2017-07-13 - Apricot - VOLShEBNYJ - 66774 (cpvoBreeder) | CPVO: 2017-07-13 - Apricot - PAMYaTI AGEEVOJ - 66775 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Majstrenko Aleksandr NIKOLAEVICh,,,,unverified,0,holder_verification_required,critical,65,0,65,Grape 28 | Plum 28 | Apricot 8 | Prunus 1,RU 65,cpvoBreeder:27,CPVO: 2020-05-28 - Grape - PRESTIZh - 67300 (cpvoBreeder) | CPVO: 2020-05-21 - Grape - LEDYaNOJ - 66192 (cpvoBreeder) | CPVO: 2020-04-23 - Grape - PAMYaTI SMIRNOVA - 56051 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Bois Marie-France,,,,unverified,0,holder_verification_required,critical,64,0,64,Apricot 64,FR 38 | QZ 26,cpvoBreeder:64,CPVO: 2019-01-01 - Apricot - IPS163 - 4055152 (cpvoBreeder) | CPVO: 2019-01-01 - Apricot - Farbela - 4055152 (cpvoBreeder) | CPVO: 2019-01-01 - Apricot - FARBELA - 4055152.0 (FR) (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Ca Davis,,,,unverified,0,holder_verification_required,critical,64,0,64,Strawberry 38 | Grape 11 | Peach 7 | Walnut 4,US 64,,,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Yamaguchi Masami,,,,unverified,0,holder_verification_required,critical,63,0,63,Peach 34 | Plum 12 | Cherry-Sweet 5 | Apricot 4,JP 58 | QZ 2 | US 2 | IT 1,cpvoBreeder:61,CPVO: 2023-01-25 - Peach - Sakuhime - 102023000070 (cpvoBreeder) | CPVO: 2022-08-17 - Plum - WAGO - 34688 (cpvoBreeder) | CPVO: 2022-08-17 - Plum - REIWA - 34687 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Ca Watsonville,,,,unverified,0,holder_verification_required,high,63,0,63,Strawberry 47 | Raspberry 7 | Plum 5 | Rubus 3,US 63,,,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Sms Unlimited Llc,,,,unverified,9,legal_entity_profile_needed,critical,62,0,62,Peach 27 | Cherry-Sweet 20 | Strawberry 12 | Apricot 2,QZ 27 | ES 17 | US 11 | CL 3,cpvoBreeder:58,CPVO: 2023-06-27 - Cherry-Sweet - SMS-16-CA 2014-16 - 20175303 (cpvoBreeder) | CPVO: 2023-06-27 - Cherry-Sweet - REDSTONE - 20185429 (cpvoBreeder) | CPVO: 2023-06-27 - Cherry-Sweet - EPICK 16 - 20175303 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
D.H. Byrne,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37104,unverified,0,holder_verification_required,critical,62,0,62,Peach 52 | Nectarine 10,US 57 | BR 4 | MX 1,breeder:19 | inventor:19 | cpvoBreeder:5,"USPTO: 2025-11-25 - Peach - TRH1A95 - USPP 37,104 (breeder, inventor) | USPTO: 2025-08-05 - Peach - Flat Delight Three - USPP 36,872 (breeder, inventor) | USPTO: 2019-01-22 - Nectarine - Smooth Delight Three - USPP 30,122 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
John H. Weinberger,,,,unverified,0,holder_verification_required,critical,61,0,61,Plum 28 | Peach 17 | Nectarine 8 | Citrus 2,US 24 | IL 23 | IT 7 | FR 6,cpvoBreeder:6,CPVO: 1991-07-22 - Plum - SUPLUMTWELVE - 4130 (cpvoBreeder) | CPVO: 1991-07-22 - Plum - SUPLUMTHIRTEEN - 4175 (cpvoBreeder) | CPVO: 1991-07-22 - Plum - SUPLUMELEVEN - 4129 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
John Larse,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP33252,unverified,0,holder_verification_required,critical,61,0,61,Strawberry 61,US 58 | MX 2 | QZ 1,breeder:22 | inventor:22 | cpvoBreeder:1,"USPTO: 2021-07-13 - Strawberry - Shannon M. Kent - USPP 33,252 (breeder, inventor) | USPTO: 2021-07-13 - Strawberry - Stata - USPP 33,253 (breeder, inventor) | USPTO: 2021-07-06 - Strawberry - Persephene - USPP 33,227 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
James Hutton Ltd,,,,unverified,9,legal_entity_profile_needed,critical,60,0,60,Raspberry 17 | Apple 10 | Currant-Black 9 | Rubus 9,GB 18 | QZ 16 | CA 13 | CL 4,cpvoBreeder:15,CPVO: 2017-11-03 - Rubus - GLEN CARRON - 18/34 (cpvoBreeder) | CPVO: 1997-01-16 - Currant-Black - BEN HOPE - 29/18 (cpvoBreeder) | CPVO: 1997-01-16 - Currant-Black - BEN GAIRN - 29/19 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Kozak NATAL'Ya Vasil'Evna,,,,unverified,0,holder_verification_required,critical,60,0,60,Kiwifruit 35 | Apple 7 | Currant-Black 6 | Strawberry 3,RU 60,cpvoBreeder:35,CPVO: 2019-12-25 - Kiwifruit - NATE'LLA - 78139 (cpvoBreeder) | CPVO: 2019-12-20 - Kiwifruit - NATE'LLA - 78140 (cpvoBreeder) | CPVO: 2019-03-05 - Kiwifruit - GORYaNKA - 74465 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Diego Barranco Navero,,,,unverified,0,holder_verification_required,critical,60,0,60,Olive 60,QZ 52 | BR 8,breeder:1 | inventor:1 | cpvoBreeder:116,"USPTO: 2026-06-29 - Olive - Sikitita 2 - HortScience 61(8):1659-1663 (breeder, inventor) | CPVO: 2026-05-19 - Olive - I 46 - 218060001392026 (cpvoBreeder) | CPVO: 2026-03-26 - Olive - I 25 - 218060001052026 (cpvoBreeder)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Eva Izsak,,,,unverified,0,holder_verification_required,critical,60,0,60,Strawberry 60,IL 32 | US 12 | GB 8 | QZ 7,cpvoBreeder:15,CPVO: 2023-05-31 - Strawberry - Red Cleo - 2021146 (cpvoBreeder) | CPVO: 2002-07-10 - Strawberry - MALAH - 11662 (cpvoBreeder) | CPVO: 2001-05-23 - Strawberry - Smadar - 1992111 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
IRTA (G. CATALUÑA),,,,unverified,0,holder_verification_required,critical,60,0,60,Almond 55 | Olive 4 | Walnut 1,QZ 31 | ES 23 | FR 6,cpvoBreeder:52,CPVO: 2026-04-21 - Walnut - VLACH - 20260120 (cpvoBreeder) | CPVO: 2011-10-31 - Olive - CAROLEA - RVC20010063 (ES) (cpvoBreeder) | CPVO: 2011-01-27 - Almond - VAYRO - 20054628 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Grapeco Limited,,,,unverified,9,legal_entity_profile_needed,critical,59,0,59,Grape 59,QZ 30 | US 10 | ES 7 | CL 7,cpvoBreeder:47,CPVO: 2025-11-07 - Grape - Navsel 6 - 23/940 (cpvoBreeder) | CPVO: 2023-09-20 - Grape - NAVSEL 1 - 001001-2020 (cpvoBreeder) | CPVO: 2022-11-24 - Grape - Navsel 4 - 17-9215 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Luis Rallo Romero,,,,unverified,0,holder_verification_required,critical,59,0,59,Olive 59,QZ 51 | BR 8,breeder:1 | inventor:1 | cpvoBreeder:94,"USPTO: 2026-06-29 - Olive - Sikitita 2 - HortScience 61(8):1659-1663 (breeder, inventor) | CPVO: 2026-05-19 - Olive - I 46 - 218060001392026 (cpvoBreeder) | CPVO: 2026-03-26 - Olive - I 25 - 218060001052026 (cpvoBreeder)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Prof. Dr. Christa Fischer,,,,unverified,0,holder_verification_required,critical,59,0,59,Apple 59,DE 34 | HU 11 | CH 7 | QZ 3,cpvoBreeder:34,CPVO: 2023-12-18 - Apple - Rea Baccara - APF 01027 (cpvoBreeder) | CPVO: 2023-12-18 - Apple - Rea Agata - APF 01026 (cpvoBreeder) | CPVO: 2020-12-15 - Apple - Pia Delight - APF 00864 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Niwa Hodowla Roślin Jagodowych sp. z o.o.,,,,unverified,0,holder_verification_required,critical,59,0,59,Strawberry 29 | Raspberry 20 | Blackberry 8 | Rubus 2,PL 59,cpvoBreeder:59,CPVO: 2025-06-13 - Strawberry - Beskid - O S346 (cpvoBreeder) | CPVO: 2025-04-04 - Raspberry - Husaria - R S982 (cpvoBreeder) | CPVO: 2025-04-04 - Strawberry - Beskid - R S983 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
J.W. Grosser,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20260130300,unverified,0,holder_verification_required,critical,58,0,58,Citrus 34 | Citrus Rootstock 11 | Citrus-Sweet Orange 9 | Citrus-Mandarin Hybrid 3,US 53 | QZ 3 | ES 1 | AU 1,breeder:24 | inventor:24,"USPTO: 2026-05-07 - Citrus-Sweet Orange - N14-10 - USPPA 20260130300 (breeder, inventor) | USPTO: 2026-05-07 - Citrus-Sweet Orange - OLL-DC-3-36 - USPPA 20260130301 (breeder, inventor) | USPTO: 2026-03-03 - Citrus-Limelike Hybrid - C4-5-14 - USPP 37,293 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Marie-France Bois,,,,unverified,0,holder_verification_required,critical,58,0,58,Apricot 58,QZ 58,cpvoBreeder:58,CPVO: 2019-02-25 - Apricot - IPS163 - 20122590 (cpvoBreeder) | CPVO: 2019-02-25 - Apricot - IPS16121 - 20122592 (cpvoBreeder) | CPVO: 2019-02-25 - Apricot - IPS16101 - 20122591 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
GUGUChKINA TAT'YaNA Ivanovna,,,,unverified,0,holder_verification_required,critical,58,0,58,Grape 31 | Currant-Black 7 | Plum 7 | Pear 5,RU 58,cpvoBreeder:31,CPVO: 2020-06-04 - Grape - VLADIMIR - 75352 (cpvoBreeder) | CPVO: 2019-09-04 - Grape - ShARDONE MIL'STRIM - 60919 (cpvoBreeder) | CPVO: 2019-05-13 - Grape - KURChANSKIJ - 58566 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Tagliani Francesco,,,,unverified,0,holder_verification_required,critical,58,0,58,Apple 52 | Peach 6,US 18 | RU 14 | QZ 10 | CA 6,cpvoBreeder:57,CPVO: 2023-01-25 - Apple - Smeralda - 16-9018 (cpvoBreeder) | CPVO: 2021-05-14 - Apple - CIV323 - 19-9782 (cpvoBreeder) | CPVO: 2021-05-14 - Apple - 323 - 19-9782 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Norman Glen Bradford (US)/Lowell Glen Bradford,,,,unverified,0,holder_verification_required,critical,58,0,58,Peach 54 | Plum 4,FR 50 | QZ 8,cpvoBreeder:58,CPVO: 2015-09-24 - Peach - NECTALATE - 17536 (cpvoBreeder) | CPVO: 2015-04-17 - Peach - SNOW PRINCESS - 18673 (cpvoBreeder) | CPVO: 2015-04-17 - Peach - SNOW PRINCESS - 18673.0 (FR) (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Michele Morgante,,,,unverified,0,holder_verification_required,critical,57,0,57,Grape 57,QZ 22 | US 14 | CA 10 | BR 10,cpvoBreeder:41,CPVO: 2025-08-18 - Grape - SORELI - 20250128 (cpvoBreeder) | CPVO: 2025-08-18 - Grape - SAUVIGNON RYTOS - 20250131 (cpvoBreeder) | CPVO: 2025-08-18 - Grape - MERLOT KHORUS - 20250129 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
John M. Garabedian,,,,unverified,0,holder_verification_required,critical,57,0,57,Plum 34 | Grape 15 | Nectarine 4 | Apricot 2,US 44 | CL 5 | IL 3 | IT 2,cpvoBreeder:8,CPVO: 2012-01-16 - Grape - SUPERIOR SEEDLESS - 20000108 (cpvoBreeder) | CPVO: 2002-05-08 - Plum - Westerner - 359 (cpvoBreeder) | CPVO: 2002-05-08 - Plum - Gar Red - 358 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Concepción Muñoz Díez,,,,unverified,0,holder_verification_required,critical,57,0,57,Olive 57,QZ 49 | BR 8,breeder:1 | inventor:1 | cpvoBreeder:69,"USPTO: 2026-06-29 - Olive - Sikitita 2 - HortScience 61(8):1659-1663 (breeder, inventor) | CPVO: 2026-03-02 - Olive - I-26 - 20232676 (cpvoBreeder) | CPVO: 2026-03-02 - Olive - I 26 - 20232676 (cpvoBreeder)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
S.A. Eurobosques,,,,unverified,0,holder_verification_required,critical,57,0,57,Cherry-Sweet 37 | Walnut 20,ES 47 | QZ 10,,,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Carlos Trapero Ramírez,,,,unverified,0,holder_verification_required,critical,56,0,56,Olive 55 | Strawberry 1,QZ 48 | BR 8,cpvoBreeder:66,CPVO: 2026-03-02 - Olive - I-26 - 20232676 (cpvoBreeder) | CPVO: 2026-03-02 - Olive - I 26 - 20232676 (cpvoBreeder) | CPVO: 2025-09-01 - Olive - I50 - 20202345 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Gary Wright,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP35068,unverified,0,holder_verification_required,critical,56,0,56,Blueberry 56,US 28 | QZ 24 | NZ 1 | BR 1,breeder:8 | inventor:8 | cpvoBreeder:70,"USPTO: 2023-03-28 - Blueberry - C12-122 - USPP 35,068 (breeder, inventor) | USPTO: 2023-02-14 - Blueberry - C12-069 - USPP 34,976 (breeder, inventor) | USPTO: 2019-11-05 - Blueberry - C08-141 - USPP 31,007 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Amado Q. Amorao,,,,unverified,0,holder_verification_required,critical,56,0,56,Strawberry 50 | Citrus 6,US 30 | QZ 23 | HU 2 | IL 1,cpvoBreeder:52,CPVO: 2009-06-09 - Strawberry - Driscoll Sisquoc - 2008279 (cpvoBreeder) | CPVO: 2009-06-09 - Strawberry - DrisStrawOne - 2008279 (cpvoBreeder) | CPVO: 2008-12-17 - Strawberry - Driscoll Ojai - 20060224 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
S.A.R.L. Benoit Escande Editions,,,,unverified,0,holder_verification_required,critical,56,0,56,Peach 42 | Apricot 14,FR 41 | QZ 15,cpvoBreeder:56,CPVO: 2025-03-26 - Peach - Primabang - 20891 (cpvoBreeder) | CPVO: 2025-03-26 - Peach - NA 09 27 - 20891 (cpvoBreeder) | CPVO: 2025-03-26 - Peach - FRU0927NJ5F - 20891 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Pedro Valverde Caballero,,,,unverified,0,holder_verification_required,critical,55,0,55,Olive 55,QZ 47 | BR 8,cpvoBreeder:103,CPVO: 2026-05-19 - Olive - I 46 - 218060001392026 (cpvoBreeder) | CPVO: 2026-03-26 - Olive - I 25 - 218060001052026 (cpvoBreeder) | CPVO: 2026-03-17 - Olive - I 20 - 218060000952026 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Hanna Schmidt,,,,unverified,0,holder_verification_required,critical,55,0,55,Prunus 28 | Cherry-Tart 11 | Cherry-Sweet 7 | Apple 5,DE 17 | QZ 8 | US 8 | JP 6,cpvoBreeder:54,CPVO: 2019-02-14 - Prunus - GiSelA 3 - 2017268 (cpvoBreeder) | CPVO: 2019-02-14 - Prunus - Gi 2091 - 2017268 (cpvoBreeder) | CPVO: 2018-02-22 - Prunus - GI 31817 - 32874 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
N-2322 Ridabu Graminor As,,,,unverified,0,holder_verification_required,critical,55,0,55,Strawberry 20 | Apple 18 | Raspberry 6 | Pear 6,NO 55,,,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
