breederName,companyName,relationshipType,identityConfidence,relationshipConfidence,status,patentAssigneeCount,coListedEntityCount,cultivarMatchCount,directEvidenceCount,directEvidenceShare,rightsBasis,basis,source
Albert Vogt,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Albert W. Maffey,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Albert W. Wahl,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alberta M. Drew,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alberto Fontanella Brighenti,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alberto Lenzi,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Albet I. Noya Viticultor,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Albin E. Lang,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alcanar Verd,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alcazar Jorge Rodriguez,Driscoll's,breeding-program association,high,low,review_required,0,0,5,0,0.0,none,5 same-cultivar records,record-derived affiliation graph
Aldo Spada,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Aldo Telch,Molari Nursery,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Aldo Zappa,State of Queensland,breeding-program association,high,low,review_required,0,1,1,1,1.0,none,1 co-listed breeder/entity records; 1 same-cultivar records,record-derived affiliation graph
Aldwinckle Herbert Sanders,Plants for Europe Ltd.,breeding-program association,high,low,review_required,0,0,3,0,0.0,none,3 same-cultivar records,record-derived affiliation graph
Alecir Guerino Webber,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alehina Elena Mihajlovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alejandra Andrea Salgado Rojas,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alejandro Navarro Díaz,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Aleksander Parksepp,Estonian University of Life Sciences/ Institute of Agricultural and Environmental Sciences/ Polli Horticultural Research Centre,breeding-program association,high,low,review_required,0,0,4,0,0.0,none,4 same-cultivar records,record-derived affiliation graph
Aleksander Siimon,Estonian University of Life Sciences/ Institute of Agricultural and Environmental Sciences/ Polli Horticultural Research Centre,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Aleksandro Stulginskio universitetas,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alekseeva Galina Petrovna,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alessandra Gentile,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alessandra Lillo,Driscoll's,breeding-program association,high,low,review_required,0,0,3,0,0.0,none,3 same-cultivar records,record-derived affiliation graph
Alessandra Viliotti,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alessandra Vilotti,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alessandrello Benedicto Victoria Eugenia,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alessandro Gasparrini,G-Berries S.r.l.,breeding-program association,high,low,review_required,0,1,1,1,1.0,none,1 co-listed breeder/entity records; 1 same-cultivar records,record-derived affiliation graph
Alessandro Liverani,CREA Fruit Breeding,breeding-program association,high,low,review_required,0,0,3,0,0.0,none,3 same-cultivar records,record-derived affiliation graph
Alessandro Lucchini,G-Berries S.r.l.,breeding-program association,high,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
Alessio Martinelli,CIV - Consorzio Italiano Vivaisti,strawberry breeder,high,high,verified_relationship,0,0,37,0,0.0,none,The Canadian PBR register names Martinelli as breeder and CIV as applicant and holder for CIVRH621.,official plant-variety register
Alexandar Lyubenov,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alexander C. McLeod,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alexander Kojakanian,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alexandra Turner,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alexandre Grard,Alexandre et Olivier Grard Earl Pépinières Grard,breeding-program association,high,low,review_required,0,0,4,0,0.0,none,4 same-cultivar records,record-derived affiliation graph
Alexandre Pierron-Darboneâ,Planasa,breeding-program association,high,low,review_required,0,0,1,0,0.0,none,1 same-cultivar records,record-derived affiliation graph
Alexandre Pierron-Darbonne,Planasa,public-source affiliation,high,high,verified_relationship,0,15,33,15,1.0,none,"Official registry material supports Planasa ownership for reviewed cultivars, while the 2023 transaction announcement establishes EW Group as Planasa's current owner. This does not cover non-Planasa records.",profile research ledger
Alexandre Teleki,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alexsander LUiS Moreto,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Aleza Pablo,IVIA,breeding-program association,high,low,review_required,0,0,2,0,0.0,none,2 same-cultivar records,record-derived affiliation graph
Alfeo Agosti,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alferov Viktor ALEKSEEVICh,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfio Trovato,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfonso Azpeitia Morales,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfonso Azpeitia Morales Inifap,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfonso Baldrich,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfonso Baldrich Meneses,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfonso Guevara Gazquez,IMIDA Fruit Breeding,breeding-program association,high,low,review_required,0,0,8,0,0.0,none,8 same-cultivar records,record-derived affiliation graph
Alfonso Palumbo,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfonso Vasco,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfonzo Ramos Carrion,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfred Brugger,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfred Haas,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfred Heupel,,unresolved,high,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
Alfred W. Strohmaier,,unresolved,medium,unverified,unresolved,0,0,0,0,0,none,No company or program evidence found in the current public records.,record-derived affiliation graph
